gricelda01@uchicago.edu|Gricelda|Stats
silvia00@uchicago.edu|Silvia|Math
silvia01@uchicago.edu|Silvia|Econ
robt00@uchicago.edu|Robt|Computer Science
robt01@uchicago.edu|Robt|Econ
joana00@uchicago.edu|Joana|EE
joana01@uchicago.edu|Joana|Econ
christie00@uchicago.edu|Christie|Econ
christie01@uchicago.edu|Christie|EE
darren00@uchicago.edu|Darren|Computer Science
darren01@uchicago.edu|Darren|Econ
byron00@uchicago.edu|Byron|EE
byron01@uchicago.edu|Byron|Stats
sharell00@uchicago.edu|Sharell|Stats
sharell01@uchicago.edu|Sharell|Econ
kellie00@uchicago.edu|Kellie|Econ
kellie01@uchicago.edu|Kellie|EE
latrisha00@uchicago.edu|Latrisha|Econ
latrisha01@uchicago.edu|Latrisha|EE
rea00@uchicago.edu|Rea|Math
rea01@uchicago.edu|Rea|Econ
sylvie00@uchicago.edu|Sylvie|Econ
sylvie01@uchicago.edu|Sylvie|EE
marisa00@uchicago.edu|Marisa|Computer Science
marisa01@uchicago.edu|Marisa|Math
louise00@uchicago.edu|Louise|Math
louise01@uchicago.edu|Louise|Math
giovanna00@uchicago.edu|Giovanna|Stats
giovanna01@uchicago.edu|Giovanna|EE
alina00@uchicago.edu|Alina|Econ
alina01@uchicago.edu|Alina|Stats
boyd00@uchicago.edu|Boyd|Stats
boyd01@uchicago.edu|Boyd|Math
elvera00@uchicago.edu|Elvera|Math
elvera01@uchicago.edu|Elvera|Stats
beatriz00@uchicago.edu|Beatriz|EE
beatriz01@uchicago.edu|Beatriz|Stats
hailey00@uchicago.edu|Hailey|Computer Science
hailey01@uchicago.edu|Hailey|Math
hailey02@uchicago.edu|Hailey|Math
hailey03@uchicago.edu|Hailey|Stats
samatha00@uchicago.edu|Samatha|Computer Science
samatha01@uchicago.edu|Samatha|Math
delicia00@uchicago.edu|Delicia|EE
delicia01@uchicago.edu|Delicia|Econ
kristin00@uchicago.edu|Kristin|Econ
kristin01@uchicago.edu|Kristin|Econ
kristin02@uchicago.edu|Kristin|Stats
kristin03@uchicago.edu|Kristin|Econ
reed00@uchicago.edu|Reed|Computer Science
reed01@uchicago.edu|Reed|Stats
ling00@uchicago.edu|Ling|Computer Science
ling01@uchicago.edu|Ling|Computer Science
ling02@uchicago.edu|Ling|EE
ling03@uchicago.edu|Ling|EE
catina00@uchicago.edu|Catina|Math
catina01@uchicago.edu|Catina|Econ
pattie00@uchicago.edu|Pattie|Computer Science
pattie01@uchicago.edu|Pattie|Econ
sachiko00@uchicago.edu|Sachiko|EE
sachiko01@uchicago.edu|Sachiko|EE
sachiko02@uchicago.edu|Sachiko|Math
sachiko03@uchicago.edu|Sachiko|Econ
wayne00@uchicago.edu|Wayne|Computer Science
wayne01@uchicago.edu|Wayne|Math
neville00@uchicago.edu|Neville|Math
neville01@uchicago.edu|Neville|Math
damian00@uchicago.edu|Damian|Computer Science
damian01@uchicago.edu|Damian|Econ
carmella00@uchicago.edu|Carmella|Computer Science
carmella01@uchicago.edu|Carmella|EE
jacquelyn00@uchicago.edu|Jacquelyn|Math
jacquelyn01@uchicago.edu|Jacquelyn|Computer Science
dionna00@uchicago.edu|Dionna|EE
dionna01@uchicago.edu|Dionna|EE
georgine00@uchicago.edu|Georgine|Computer Science
georgine01@uchicago.edu|Georgine|Econ
benny00@uchicago.edu|Benny|EE
benny01@uchicago.edu|Benny|Computer Science
benny02@uchicago.edu|Benny|Stats
benny03@uchicago.edu|Benny|Computer Science
loria00@uchicago.edu|Loria|Stats
loria01@uchicago.edu|Loria|Computer Science
margie00@uchicago.edu|Margie|Math
margie01@uchicago.edu|Margie|Stats
marta00@uchicago.edu|Marta|Math
marta01@uchicago.edu|Marta|Stats
mandie00@uchicago.edu|Mandie|Stats
mandie01@uchicago.edu|Mandie|Stats
verline00@uchicago.edu|Verline|Stats
verline01@uchicago.edu|Verline|Math
verline02@uchicago.edu|Verline|EE
verline03@uchicago.edu|Verline|Computer Science
neida00@uchicago.edu|Neida|Econ
neida01@uchicago.edu|Neida|Computer Science
jerald00@uchicago.edu|Jerald|EE
jerald01@uchicago.edu|Jerald|EE
warner00@uchicago.edu|Warner|EE
warner01@uchicago.edu|Warner|Computer Science
leonore00@uchicago.edu|Leonore|Math
leonore01@uchicago.edu|Leonore|Computer Science
leonora00@uchicago.edu|Leonora|EE
leonora01@uchicago.edu|Leonora|Math
altagracia00@uchicago.edu|Altagracia|Stats
altagracia01@uchicago.edu|Altagracia|Econ
altagracia02@uchicago.edu|Altagracia|Math
altagracia03@uchicago.edu|Altagracia|Computer Science
marnie00@uchicago.edu|Marnie|EE
marnie01@uchicago.edu|Marnie|Stats
marnie02@uchicago.edu|Marnie|Econ
marnie03@uchicago.edu|Marnie|EE
queen00@uchicago.edu|Queen|Computer Science
queen01@uchicago.edu|Queen|Stats
clara00@uchicago.edu|Clara|Econ
clara01@uchicago.edu|Clara|Computer Science
ginger00@uchicago.edu|Ginger|Math
ginger01@uchicago.edu|Ginger|Math
sharan00@uchicago.edu|Sharan|EE
sharan01@uchicago.edu|Sharan|EE
eladia00@uchicago.edu|Eladia|Computer Science
eladia01@uchicago.edu|Eladia|Econ
kizzy00@uchicago.edu|Kizzy|Econ
kizzy01@uchicago.edu|Kizzy|Computer Science
keenan00@uchicago.edu|Keenan|Math
keenan01@uchicago.edu|Keenan|EE
bok00@uchicago.edu|Bok|Computer Science
bok01@uchicago.edu|Bok|Computer Science
francesco00@uchicago.edu|Francesco|Computer Science
francesco01@uchicago.edu|Francesco|Computer Science
beverley00@uchicago.edu|Beverley|Stats
beverley01@uchicago.edu|Beverley|Computer Science
clorinda00@uchicago.edu|Clorinda|EE
clorinda01@uchicago.edu|Clorinda|EE
victor00@uchicago.edu|Victor|EE
victor01@uchicago.edu|Victor|Computer Science
pricilla00@uchicago.edu|Pricilla|Stats
pricilla01@uchicago.edu|Pricilla|EE
pricilla02@uchicago.edu|Pricilla|Computer Science
pricilla03@uchicago.edu|Pricilla|Econ
blake00@uchicago.edu|Blake|Stats
blake01@uchicago.edu|Blake|EE
blake02@uchicago.edu|Blake|Econ
blake03@uchicago.edu|Blake|Computer Science
lucile00@uchicago.edu|Lucile|Stats
lucile01@uchicago.edu|Lucile|Stats
blossom00@uchicago.edu|Blossom|Econ
blossom01@uchicago.edu|Blossom|Econ
leatrice00@uchicago.edu|Leatrice|Math
leatrice01@uchicago.edu|Leatrice|Stats
kristine00@uchicago.edu|Kristine|EE
kristine01@uchicago.edu|Kristine|EE
kirk00@uchicago.edu|Kirk|EE
kirk01@uchicago.edu|Kirk|Math
orville00@uchicago.edu|Orville|Math
orville01@uchicago.edu|Orville|Computer Science
collene00@uchicago.edu|Collene|Computer Science
collene01@uchicago.edu|Collene|Computer Science
sarina00@uchicago.edu|Sarina|Math
sarina01@uchicago.edu|Sarina|Math
tom00@uchicago.edu|Tom|Stats
tom01@uchicago.edu|Tom|Math
daniela00@uchicago.edu|Daniela|Math
daniela01@uchicago.edu|Daniela|Computer Science
clotilde00@uchicago.edu|Clotilde|Computer Science
clotilde01@uchicago.edu|Clotilde|Math
roseann00@uchicago.edu|Roseann|Stats
roseann01@uchicago.edu|Roseann|Math
tod00@uchicago.edu|Tod|Econ
tod01@uchicago.edu|Tod|Math
caitlyn00@uchicago.edu|Caitlyn|Math
caitlyn01@uchicago.edu|Caitlyn|Stats
caitlyn02@uchicago.edu|Caitlyn|Stats
caitlyn03@uchicago.edu|Caitlyn|Econ
columbus00@uchicago.edu|Columbus|Computer Science
columbus01@uchicago.edu|Columbus|Stats
tonie00@uchicago.edu|Tonie|Math
tonie01@uchicago.edu|Tonie|EE
tonie02@uchicago.edu|Tonie|Stats
tonie03@uchicago.edu|Tonie|Math
tammi00@uchicago.edu|Tammi|Stats
tammi01@uchicago.edu|Tammi|Econ
melissia00@uchicago.edu|Melissia|EE
melissia01@uchicago.edu|Melissia|EE
melissia02@uchicago.edu|Melissia|Computer Science
melissia03@uchicago.edu|Melissia|Econ
hortense00@uchicago.edu|Hortense|Math
hortense01@uchicago.edu|Hortense|Computer Science
rueben00@uchicago.edu|Rueben|Computer Science
rueben01@uchicago.edu|Rueben|EE
jung00@uchicago.edu|Jung|Econ
jung01@uchicago.edu|Jung|Computer Science
deidre00@uchicago.edu|Deidre|EE
deidre01@uchicago.edu|Deidre|Econ
erline00@uchicago.edu|Erline|Econ
erline01@uchicago.edu|Erline|Econ
indira00@uchicago.edu|Indira|EE
indira01@uchicago.edu|Indira|Computer Science
cedric00@uchicago.edu|Cedric|Computer Science
cedric01@uchicago.edu|Cedric|Stats
johanne00@uchicago.edu|Johanne|EE
johanne01@uchicago.edu|Johanne|Math
charity00@uchicago.edu|Charity|Computer Science
charity01@uchicago.edu|Charity|Stats
lang00@uchicago.edu|Lang|Math
lang01@uchicago.edu|Lang|Computer Science
melodee00@uchicago.edu|Melodee|Econ
melodee01@uchicago.edu|Melodee|Math
earline00@uchicago.edu|Earline|Math
earline01@uchicago.edu|Earline|Econ
elida00@uchicago.edu|Elida|Econ
elida01@uchicago.edu|Elida|Math
olga00@uchicago.edu|Olga|Computer Science
olga01@uchicago.edu|Olga|EE
keven00@uchicago.edu|Keven|EE
keven01@uchicago.edu|Keven|Econ
kiesha00@uchicago.edu|Kiesha|Econ
kiesha01@uchicago.edu|Kiesha|Computer Science
kiesha02@uchicago.edu|Kiesha|Econ
kiesha03@uchicago.edu|Kiesha|Econ
alleen00@uchicago.edu|Alleen|Stats
alleen01@uchicago.edu|Alleen|EE
maranda00@uchicago.edu|Maranda|Computer Science
maranda01@uchicago.edu|Maranda|Econ
gus00@uchicago.edu|Gus|Math
gus01@uchicago.edu|Gus|Computer Science
sondra00@uchicago.edu|Sondra|Stats
sondra01@uchicago.edu|Sondra|Stats
hobert00@uchicago.edu|Hobert|Econ
hobert01@uchicago.edu|Hobert|Math
hyon00@uchicago.edu|Hyon|Math
hyon01@uchicago.edu|Hyon|Computer Science
gerardo00@uchicago.edu|Gerardo|Computer Science
gerardo01@uchicago.edu|Gerardo|Stats
della00@uchicago.edu|Della|Econ
della01@uchicago.edu|Della|Econ
toccara00@uchicago.edu|Toccara|EE
toccara01@uchicago.edu|Toccara|Econ
alena00@uchicago.edu|Alena|Econ
alena01@uchicago.edu|Alena|Stats
otis00@uchicago.edu|Otis|Econ
otis01@uchicago.edu|Otis|Econ
lynetta00@uchicago.edu|Lynetta|Stats
lynetta01@uchicago.edu|Lynetta|Stats
rochelle00@uchicago.edu|Rochelle|EE
rochelle01@uchicago.edu|Rochelle|EE
rochelle02@uchicago.edu|Rochelle|Econ
rochelle03@uchicago.edu|Rochelle|Econ
danae00@uchicago.edu|Danae|Math
danae01@uchicago.edu|Danae|Computer Science
fern00@uchicago.edu|Fern|Stats
fern01@uchicago.edu|Fern|EE
evita00@uchicago.edu|Evita|Computer Science
evita01@uchicago.edu|Evita|Math
daysi00@uchicago.edu|Daysi|Econ
daysi01@uchicago.edu|Daysi|Computer Science
lori00@uchicago.edu|Lori|Econ
lori01@uchicago.edu|Lori|Stats
belkis00@uchicago.edu|Belkis|Computer Science
belkis01@uchicago.edu|Belkis|Stats
elfriede00@uchicago.edu|Elfriede|Math
elfriede01@uchicago.edu|Elfriede|Computer Science
cleotilde00@uchicago.edu|Cleotilde|Math
cleotilde01@uchicago.edu|Cleotilde|Stats
norene00@uchicago.edu|Norene|EE
norene01@uchicago.edu|Norene|Computer Science
norene02@uchicago.edu|Norene|Stats
norene03@uchicago.edu|Norene|Math
elfrieda00@uchicago.edu|Elfrieda|Computer Science
elfrieda01@uchicago.edu|Elfrieda|Computer Science
min00@uchicago.edu|Min|Computer Science
min01@uchicago.edu|Min|Stats
teena00@uchicago.edu|Teena|Computer Science
teena01@uchicago.edu|Teena|EE
annabell00@uchicago.edu|Annabell|Computer Science
annabell01@uchicago.edu|Annabell|Stats
stephine00@uchicago.edu|Stephine|EE
stephine01@uchicago.edu|Stephine|Math
layla00@uchicago.edu|Layla|Computer Science
layla01@uchicago.edu|Layla|Econ
tanesha00@uchicago.edu|Tanesha|EE
tanesha01@uchicago.edu|Tanesha|Stats
brian00@uchicago.edu|Brian|Econ
brian01@uchicago.edu|Brian|Computer Science
nora00@uchicago.edu|Nora|Econ
nora01@uchicago.edu|Nora|EE
meridith00@uchicago.edu|Meridith|Stats
meridith01@uchicago.edu|Meridith|Econ
sheron00@uchicago.edu|Sheron|Stats
sheron01@uchicago.edu|Sheron|Math
lakita00@uchicago.edu|Lakita|Math
lakita01@uchicago.edu|Lakita|Computer Science
ira00@uchicago.edu|Ira|Stats
ira01@uchicago.edu|Ira|Computer Science
chanell00@uchicago.edu|Chanell|EE
chanell01@uchicago.edu|Chanell|Computer Science
bunny00@uchicago.edu|Bunny|Stats
bunny01@uchicago.edu|Bunny|Math
bunny02@uchicago.edu|Bunny|Computer Science
bunny03@uchicago.edu|Bunny|EE
bunny04@uchicago.edu|Bunny|Computer Science
bunny05@uchicago.edu|Bunny|EE
laticia00@uchicago.edu|Laticia|Computer Science
laticia01@uchicago.edu|Laticia|Econ
jonnie00@uchicago.edu|Jonnie|Math
jonnie01@uchicago.edu|Jonnie|Computer Science
tillie00@uchicago.edu|Tillie|Stats
tillie01@uchicago.edu|Tillie|Econ
remona00@uchicago.edu|Remona|Stats
remona01@uchicago.edu|Remona|Econ
rosie00@uchicago.edu|Rosie|Computer Science
rosie01@uchicago.edu|Rosie|Econ
desirae00@uchicago.edu|Desirae|Stats
desirae01@uchicago.edu|Desirae|Math
jere00@uchicago.edu|Jere|Econ
jere01@uchicago.edu|Jere|Math
carolee00@uchicago.edu|Carolee|EE
carolee01@uchicago.edu|Carolee|Math
carolee02@uchicago.edu|Carolee|Math
carolee03@uchicago.edu|Carolee|EE
felicita00@uchicago.edu|Felicita|Computer Science
felicita01@uchicago.edu|Felicita|Econ
prudence00@uchicago.edu|Prudence|Econ
prudence01@uchicago.edu|Prudence|EE
millicent00@uchicago.edu|Millicent|EE
millicent01@uchicago.edu|Millicent|Stats
jaqueline00@uchicago.edu|Jaqueline|Computer Science
jaqueline01@uchicago.edu|Jaqueline|Math
jack00@uchicago.edu|Jack|EE
jack01@uchicago.edu|Jack|Computer Science
miranda00@uchicago.edu|Miranda|Math
miranda01@uchicago.edu|Miranda|EE
refugio00@uchicago.edu|Refugio|Math
refugio01@uchicago.edu|Refugio|Math
mayra00@uchicago.edu|Mayra|Stats
mayra01@uchicago.edu|Mayra|Econ
robin00@uchicago.edu|Robin|EE
robin01@uchicago.edu|Robin|Stats
barrett00@uchicago.edu|Barrett|Stats
barrett01@uchicago.edu|Barrett|EE
barrett02@uchicago.edu|Barrett|EE
barrett03@uchicago.edu|Barrett|Math
renee00@uchicago.edu|Renee|Math
renee01@uchicago.edu|Renee|Econ
natalie00@uchicago.edu|Natalie|Math
natalie01@uchicago.edu|Natalie|Stats
kelle00@uchicago.edu|Kelle|Econ
kelle01@uchicago.edu|Kelle|Econ
kelle02@uchicago.edu|Kelle|Computer Science
kelle03@uchicago.edu|Kelle|Computer Science
daren00@uchicago.edu|Daren|Econ
daren01@uchicago.edu|Daren|Math
natalia00@uchicago.edu|Natalia|EE
natalia01@uchicago.edu|Natalia|Econ
merrie00@uchicago.edu|Merrie|EE
merrie01@uchicago.edu|Merrie|Econ
merrie02@uchicago.edu|Merrie|EE
merrie03@uchicago.edu|Merrie|Computer Science
chau00@uchicago.edu|Chau|EE
chau01@uchicago.edu|Chau|Stats
calvin00@uchicago.edu|Calvin|Econ
calvin01@uchicago.edu|Calvin|Computer Science
juanita00@uchicago.edu|Juanita|Math
juanita01@uchicago.edu|Juanita|Computer Science
laurene00@uchicago.edu|Laurene|EE
laurene01@uchicago.edu|Laurene|Econ
laurene02@uchicago.edu|Laurene|Computer Science
laurene03@uchicago.edu|Laurene|Math
daisy00@uchicago.edu|Daisy|Math
daisy01@uchicago.edu|Daisy|Stats
alaine00@uchicago.edu|Alaine|Math
alaine01@uchicago.edu|Alaine|Math
kasi00@uchicago.edu|Kasi|Computer Science
kasi01@uchicago.edu|Kasi|Econ
sophia00@uchicago.edu|Sophia|Math
sophia01@uchicago.edu|Sophia|EE
signe00@uchicago.edu|Signe|Stats
signe01@uchicago.edu|Signe|Computer Science
eda00@uchicago.edu|Eda|Computer Science
eda01@uchicago.edu|Eda|Computer Science
elke00@uchicago.edu|Elke|Math
elke01@uchicago.edu|Elke|Econ
elke02@uchicago.edu|Elke|Stats
elke03@uchicago.edu|Elke|Econ
larissa00@uchicago.edu|Larissa|Computer Science
larissa01@uchicago.edu|Larissa|Econ
altha00@uchicago.edu|Altha|Math
altha01@uchicago.edu|Altha|Stats
isabel00@uchicago.edu|Isabel|Computer Science
isabel01@uchicago.edu|Isabel|Computer Science
logan00@uchicago.edu|Logan|Math
logan01@uchicago.edu|Logan|Math
leslie00@uchicago.edu|Leslie|EE
leslie01@uchicago.edu|Leslie|Computer Science
alphonso00@uchicago.edu|Alphonso|EE
alphonso01@uchicago.edu|Alphonso|Computer Science
thomasena00@uchicago.edu|Thomasena|Econ
thomasena01@uchicago.edu|Thomasena|Stats
cathey00@uchicago.edu|Cathey|Computer Science
cathey01@uchicago.edu|Cathey|EE
kai00@uchicago.edu|Kai|Econ
kai01@uchicago.edu|Kai|Computer Science
tonisha00@uchicago.edu|Tonisha|Stats
tonisha01@uchicago.edu|Tonisha|Math
lolita00@uchicago.edu|Lolita|EE
lolita01@uchicago.edu|Lolita|EE
rayford00@uchicago.edu|Rayford|Computer Science
rayford01@uchicago.edu|Rayford|Math
chi00@uchicago.edu|Chi|Stats
chi01@uchicago.edu|Chi|EE
hong00@uchicago.edu|Hong|EE
hong01@uchicago.edu|Hong|EE
jules00@uchicago.edu|Jules|Stats
jules01@uchicago.edu|Jules|Computer Science
malika00@uchicago.edu|Malika|EE
malika01@uchicago.edu|Malika|Computer Science
eli00@uchicago.edu|Eli|Stats
eli01@uchicago.edu|Eli|Econ
britany00@uchicago.edu|Britany|Stats
britany01@uchicago.edu|Britany|Math
chu00@uchicago.edu|Chu|EE
chu01@uchicago.edu|Chu|Econ
phylis00@uchicago.edu|Phylis|Computer Science
phylis01@uchicago.edu|Phylis|Stats
trudy00@uchicago.edu|Trudy|Computer Science
trudy01@uchicago.edu|Trudy|Econ
julieann00@uchicago.edu|Julieann|Math
julieann01@uchicago.edu|Julieann|Econ
julianne00@uchicago.edu|Julianne|Math
julianne01@uchicago.edu|Julianne|Math
serina00@uchicago.edu|Serina|Stats
serina01@uchicago.edu|Serina|Stats
serina02@uchicago.edu|Serina|Computer Science
serina03@uchicago.edu|Serina|EE
leia00@uchicago.edu|Leia|EE
leia01@uchicago.edu|Leia|Computer Science
kendal00@uchicago.edu|Kendal|Stats
kendal01@uchicago.edu|Kendal|EE
tamra00@uchicago.edu|Tamra|Math
tamra01@uchicago.edu|Tamra|Computer Science
leonia00@uchicago.edu|Leonia|Econ
leonia01@uchicago.edu|Leonia|Math
delilah00@uchicago.edu|Delilah|Math
delilah01@uchicago.edu|Delilah|EE
wallace00@uchicago.edu|Wallace|Math
wallace01@uchicago.edu|Wallace|Computer Science
nena00@uchicago.edu|Nena|EE
nena01@uchicago.edu|Nena|Computer Science
drew00@uchicago.edu|Drew|Math
drew01@uchicago.edu|Drew|EE
pearlie00@uchicago.edu|Pearlie|Computer Science
pearlie01@uchicago.edu|Pearlie|Stats
nadine00@uchicago.edu|Nadine|Stats
nadine01@uchicago.edu|Nadine|Econ
kimi00@uchicago.edu|Kimi|Stats
kimi01@uchicago.edu|Kimi|Stats
harris00@uchicago.edu|Harris|Math
harris01@uchicago.edu|Harris|Math
dora00@uchicago.edu|Dora|Computer Science
dora01@uchicago.edu|Dora|Computer Science
mariette00@uchicago.edu|Mariette|Computer Science
mariette01@uchicago.edu|Mariette|Econ
stepanie00@uchicago.edu|Stepanie|Math
stepanie01@uchicago.edu|Stepanie|Math
annamae00@uchicago.edu|Annamae|Econ
annamae01@uchicago.edu|Annamae|Computer Science
carma00@uchicago.edu|Carma|EE
carma01@uchicago.edu|Carma|Econ
ernestina00@uchicago.edu|Ernestina|EE
ernestina01@uchicago.edu|Ernestina|Econ
mercy00@uchicago.edu|Mercy|Stats
mercy01@uchicago.edu|Mercy|Stats
blythe00@uchicago.edu|Blythe|Math
blythe01@uchicago.edu|Blythe|Math
shu00@uchicago.edu|Shu|Math
shu01@uchicago.edu|Shu|Econ
elmer00@uchicago.edu|Elmer|Computer Science
elmer01@uchicago.edu|Elmer|EE
kyle00@uchicago.edu|Kyle|Computer Science
kyle01@uchicago.edu|Kyle|Econ
macie00@uchicago.edu|Macie|EE
macie01@uchicago.edu|Macie|Econ
herbert00@uchicago.edu|Herbert|Computer Science
herbert01@uchicago.edu|Herbert|Computer Science
jame00@uchicago.edu|Jame|Math
jame01@uchicago.edu|Jame|Math
pasquale00@uchicago.edu|Pasquale|Stats
pasquale01@uchicago.edu|Pasquale|Stats
deloris00@uchicago.edu|Deloris|Math
deloris01@uchicago.edu|Deloris|Math
meryl00@uchicago.edu|Meryl|Math
meryl01@uchicago.edu|Meryl|EE
alvina00@uchicago.edu|Alvina|Stats
alvina01@uchicago.edu|Alvina|Econ
alvina02@uchicago.edu|Alvina|Stats
alvina03@uchicago.edu|Alvina|Computer Science
adan00@uchicago.edu|Adan|Stats
adan01@uchicago.edu|Adan|Econ
dominic00@uchicago.edu|Dominic|Math
dominic01@uchicago.edu|Dominic|Stats
maren00@uchicago.edu|Maren|EE
maren01@uchicago.edu|Maren|Computer Science
karina00@uchicago.edu|Karina|Stats
karina01@uchicago.edu|Karina|Computer Science
